date,platform,title,company,location,link,status
2026-01-30 05:48:50,Indeed,Estágio Jurídico,Midea Carrier,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=81052d8667c2f033&bb=IM1eZlZhOlVHQciR8eYXxieP8rGocQwsDw1m5ZY8qHkG-ikSDf3cr4itcNGVsvHR-WrGmh1yJ3FFfLon-oL0eH18jd5Qzm8l0FwREGnuDpRtC7LMhF9SAXrDuCfPS-G878WmumK-jNG-CkuTQgA-PQ%3D%3D&xkcb=SoBS67M3nHKUeyycnR0LbzkdCdPP&fccid=b8f3887524b0fb15&vjs=3,ALREADY_APPLIED_ON_SITE
2026-01-30 05:49:21,Indeed,Estágio em Marketing,umauma,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=7e21aca4e94a2a39&bb=IM1eZlZhOlVHQciR8eYXxu1xBoB8zFPUDFWm9g3JsYpkSC61EuWHEXRNB_Axez9EQZuhIZazSGy28OEYq2WYAXMpenQeHt21nH98HKrp3Zk7JVtxWP-9xAnZHtQTmo2SRRiaxGyAKb0be2mlW-BlOw%3D%3D&xkcb=SoDm67M3nHKUeyycnR0KbzkdCdPP&fccid=59f7df6d8bb2ede9&vjs=3,ALREADY_APPLIED_ON_SITE
2026-01-30 05:49:48,Indeed,296962 - SERTAOZINHO - ESTAGIARIO ENGENHARIA,WEG,"Sertãozinho, SP",https://br.indeed.com/rc/clk?jk=38bd6dd8d39692b5&bb=IM1eZlZhOlVHQciR8eYXxrlN06QD-ZkOfQR9d1ZvuQvbZdfhsSwpmITaSeebFlChI4DElqMDKA2T_iujOxDlHd95C-np7peLpk-d4Rq_bOS5QFp4BuccAPP9vtJiWuNlaPGaJrq0G50cqhT4ZCZykw%3D%3D&xkcb=SoDP67M3nHKUeyycnR0IbzkdCdPP&fccid=f18f2ca071a5efd8&vjs=3,ALREADY_APPLIED_ON_SITE
2026-01-30 05:50:17,Indeed,ESTÁGIO - ADMINISTRAÇÃO,Automob,"Mogi das Cruzes, SP",https://br.indeed.com/rc/clk?jk=01b4420e6ebcb520&bb=IM1eZlZhOlVHQciR8eYXxps3niYqR-qZeoMhJSyogz9O3NxMpZFZHEMuOQSMSjqfpH1n-XIbc1zUM_E2LTnNPEghHW-KVt9J0NQl4f6TiMEp_s8FBd7fhKKHCuzlWfTKXLILJy1bXWkX4CWY1rEeCg%3D%3D&xkcb=SoBB67M3nHKUeyycnR0PbzkdCdPP&fccid=01d42211cc91fc1e&vjs=3,ALREADY_APPLIED_ON_SITE
2026-01-30 05:52:02,Indeed,ESTÁGIO FINANCEIRO,INFRA ELETRICA E HIDRAULICA SERVICOS COM E...,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=ffbd30ba45ef7efe&bb=IM1eZlZhOlVHQciR8eYXxuVR7pu4XLM8mpdvO_t0CBBFzJTxWe2HS6d60eWONPxR4QclkqQbBksbkFY4ZtvbNm4Zn6gMNsjpl9J9m6gn7aAuSk3lTK70qSjdSR18CfXrTJTjzAuj24VmdfiUOrMPmw%3D%3D&xkcb=SoA167M3nHKUeyycnR0DbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3,ALREADY_APPLIED_ON_SITE
2026-01-30 05:57:59,LinkedIn,"Assistente de Cobrança (Temporário)
Assistente de Cobrança (Temporário) with verification",Seguros Unimed,"São Paulo, São Paulo, Brasil (Híbrido)",https://www.linkedin.com/jobs/view/4356511419/?eBP=CwEAAAGcDhxBhBVLUtFTD3Aa2WOr5lpRyDW3z-FqrOmTf4wxxh-VsTyq53uShF5cGhcUCBKaDxntK9NVowaXpzUz2Yr22PGZq-DVRtU8R4xuAHgMWOmqD6n1OAJq4rPG476M2MRc6xpeI9KEyufM-VyBb9pO8KgNhxOXgSIoOFfugtzE2tFZnss1--q_ICaN_IG3TOG07bdKZBSQk7QrCuAXpt_Z_Kv-CeZTBWT4trH171xE5wDA3fdBPQCJypT9PXG4ChShwTf8cOuVCij4SBJMMuJUscRgAydS8UIF6Dut8aXHaobkzts38Ie3Xhhrxoi9zmvIu7k6_3XXjZU3fmIoSt1ofUtHK1oZX2Epy6AS005mMxd7IIBVut_6HfiLz8h68Gzgd7EhJwpO139AxeEIkuqUDjYXHu46pHbcwO_AphXK4rwvz6JEoCne8FcXFke4m5toEoDwWlsAiPYTagfnRisssNo2Tpf8T5o5kULuwqqY2_12hZc0fCBKV5sPIi1-lPIMorGBiN6MlSNRfDIZA8Cgp14v2erkypayCpg&refId=vRpmp0y%2FMucP6WTYpfBH2Q%3D%3D&trackingId=Bp%2B4kEynN3uubwl4zQF78Q%3D%3D&trk=flagship3_search_srp_jobs,ALREADY_APPLIED_ON_SITE
2026-01-30 05:58:21,LinkedIn,"Pessoa Assistente Customer Success
Pessoa Assistente Customer Success with verification",Dimensa Tecnologia,São Paulo e Região (Híbrido),https://www.linkedin.com/jobs/view/4355926234/?eBP=CwEAAAGcDhxBhGMCt_eX-_-oqUzeSuCwtqGhNrWgFjkaNVq6QPrrdvIcVEPx0otNARCKPi-JVwQjmU9gyzJnL-B1tQIiPS_iIQwG-o1WewqJ1hpSQOnmeXx4_NlNMIKD-F4xXvh3pp9SxJcXdduALkMGTC5_Vy5XIFoGKxYLe-_f3Q6LNPkzjFPg9SKnsazR55qhdFbOUeVpVYuZ3-kxkG_fBghmK1YeH2TboehawQ1C__m8zwZPwOXPdwkrwIlXdGO0DwEhiwNK_YfEr2KyrqXYpUEG2t_yFsSFyz0A7vQzNBCMj3Ne4IL1mxOAgdcYoXXdl45IB0IUkC_o2dODEq6gDhXvDlJNjqPZAB5YXOCOR74iQjFR5o4Ae76S_yvxvsRIfiUpOZ1_DSJ8Ihr_UPfmLpprWLP06Dq49xBWIW1SMhUCdeN1VEbDqEZtEffL78RPXy_Z0ojdUBWQjJs64vl8d6xXsUdE7df7RIEy-2pz30p-iykZeGtSiio_6c0Cfje-Egup3utwngZ3MDqf_9I4VL4NZ81ui612hgWgM5WOnu2hu3oQgOpqAZg&refId=vRpmp0y%2FMucP6WTYpfBH2Q%3D%3D&trackingId=3qI7ryZ00Z5W4XUvGZNR3Q%3D%3D&trk=flagship3_search_srp_jobs,ALREADY_APPLIED_ON_SITE
2026-01-30 05:58:48,LinkedIn,"Estagiário de serviços ao cliente
Estagiário de serviços ao cliente with verification",Control iD,Brasil (Remoto),https://www.linkedin.com/jobs/view/4366370379/?eBP=CwEAAAGcDhxBhNsSXB7XuZvrKKalttZChW1X0uNQAGTrrJZxBPnlyhFYW-wg3IaLh059aF0gt0jY6VjyADobf9aviaaxyrV1SKAhOMaDhpM_4bCThs4H7UzP3vgga2wbudCeVulI1cX3rJINyAS39rf8koLdAdSYh97xKUrZ8EjYUjYfSOzVQ4hDkVb5KUuTARMkxwG7c_FPbAMujHofa3LhZ7dyxYgxwzKQFUjcv2uMhANUnlG1fblDB9Tb9R-1x1w47p0s4QZaQziY-l5OpzJlR_nF4Whp251sQQbJbUsHTmwNaNkNNwXbbW7rT-7DSKC8YX2zdVY1rulg1-TV41MwGrN-6b4uijDnFc__Z5hjfKibiBpdypK2DJVEOMd5wEu2EZ21MZVMqVqYzxnNhRi76A_66_xFOeiRTr_iWVPVrL5A16MELbXSGX0jgmO0KG62pH24uqCdU3AGTEzn3zuCKuEN6eBl1mi_eIfqhkdmxWR03SQ5FZn5xN9b73tHa4oYgnNg0XjUEHJhktey-FSzX75EIBy99hdnElfiseKY3qhDNilhIsA47OqBWrSp&refId=vRpmp0y%2FMucP6WTYpfBH2Q%3D%3D&trackingId=3J%2BtlbD9Y64yzfH7RbGM9g%3D%3D&trk=flagship3_search_srp_jobs,ALREADY_APPLIED_ON_SITE
2026-01-30 05:59:11,LinkedIn,"Estágio em Logística/Compras
Estágio em Logística/Compras with verification",Espro,"São Paulo, São Paulo, Brasil (Presencial)",https://www.linkedin.com/jobs/view/4356567561/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=vRpmp0y%2FMucP6WTYpfBH2Q%3D%3D&trackingId=sFsJge8ALqF9avLEu0rq1g%3D%3D&trk=flagship3_search_srp_jobs,ALREADY_APPLIED_ON_SITE
2026-01-30 05:59:39,LinkedIn,"Estágio Administrativo
Estágio Administrativo with verification",T-Systems do Brasil,"São Bernardo do Campo, São Paulo, Brasil (Híbrido)",https://www.linkedin.com/jobs/view/4365993883/?eBP=CwEAAAGcDhxBhV5qtKNiCVjoZb_J-4caLMoKYQM0Ls8MJPC9alEHhRNLODG_pAqrfTAVDpo2nPF16kl1UngFkfvSPJjrd_LWnJZ6S5UVa7rt2SyOt9gZK_mXA6MgQD2u_Uq97uSHd_4r0dK5-SVt7gkY-DHNX3sX-Rr580VoILjTguVV9lkC7Ox466slkQSpJBl3tmv9SinJT6SQBvqVANow4c8mMpxMBIUV1m_v8tOgAgM2sI4OM1WRt70alxglU9WTA0wto_F0Cx2mAql7EFqXfxLWc2bBCXkNBURC7OOF3uk9gRT8gMstqzTXn2x5YY27mObtkIj0ZBR8AfPFbhWC1M5SfyNg9bP1dyilbrCV_ib0TxXwj7TOY9g5vYlpEyq9pbGjxTa4e88ldAmtjciccK7CEIPaemcjg4rir9RgmJh_A7FEzCpvqM8B00jiH8MWoRDpogyNepNDh0ltRFi17zJ-oEmEb4lskRUQfUND7E9dCGShMIMLvJccW0N5Q52lRtLq2IS4Rz4UtZvk-oO6lLYeKjUv0CUNkQiCh7iHmSCS-v3AJ12g6jk&refId=vRpmp0y%2FMucP6WTYpfBH2Q%3D%3D&trackingId=bF6nezavU8tfVjw8KxZbOg%3D%3D&trk=flagship3_search_srp_jobs,ALREADY_APPLIED_ON_SITE
2026-01-30 06:00:00,LinkedIn,"Estagiário
Estagiário with verification",J&T Express Brasil,"São Paulo, São Paulo, Brasil (Presencial)",https://www.linkedin.com/jobs/view/4346607044/?eBP=CwEAAAGcDhxBhcmGGvwYqblGBN7EdXCn6i-nTeTEWaXf9XUlWQvP04iORZITrrVxiIelwhwwf1YN0ia9n96DWc5RwtVG3xd2r_-t-XWYKD1YpWZfOWLfSn0TBw4eWyk5UG4dolhmKRIaTp4Pojm2Nv_o8xkyTuWufsrlAlrKzzUAuYzpWTQqGwGcfv_-8qA5VRoo6n-ZCqBMC3Fb_mHh5ksGpXoPyqYLL5l2z3k6Fp9SLr-y7KTlPfOzQhT3x5uZyUBFFjDL-gqnfigbmidrDSSlge9ILca4H4CLC94XAvcJPk90e6tyxYm1LJSQwuGKB8ln9wWSaguIweDTtz-ve3JTQy7UalEMyQFVDZ6ayEYQtx1SWOiOhqCJEkUNvgaQoVXE6nG1N7nEaVJr8AJu_pKGFEQhW_aQIktXq1CVwY60TVK6MfVX3ObTFvPoACBspLfkMrgNPYGhbDzvMCjc4AdGdnQ-VeDghOPDxZ8n8hs4UIKtfcc0luAq8kzrYwC538H2_eSEUeQYfzWvLgEjrmqwgXzRkTs3DabIBghkw_HTYVGewl3PwLh8via3Dw&refId=vRpmp0y%2FMucP6WTYpfBH2Q%3D%3D&trackingId=3yNKbFIAlYm2XfPLr0e%2BIg%3D%3D&trk=flagship3_search_srp_jobs,ALREADY_APPLIED_ON_SITE
2026-01-30 06:03:03,Indeed,Assistente Administrativo Financeiro - São Paulo,Allink Neutral Provider,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=314a1e57d7c4cc62&bb=YEm1HJW7LCv67fVX5X2UCH8bIIuX7MU1c6fV5jKBlBZ4rqzK_pUL2w5-PGunBVHsD7yaK0tcxPFRbaUJE44is5yFI7AefivcmY5BJGUO-BbJs3AGzszI8raZ1-9tGgxDihFMLmfo2otmingnCOvrkirayQkKnd-L&xkcb=SoC567M3nHLsGfyEKJ0NbzkdCdPP&fccid=c12be2f94b9dd99a&vjs=3,ALREADY_APPLIED_ON_SITE
2026-01-30 06:11:32,LinkedIn,"Assistente de Crédito e Cobrança
Assistente de Crédito e Cobrança",Grupo VMP,"Guarulhos, São Paulo, Brasil (Presencial)",https://www.linkedin.com/jobs/view/4356497404/?eBP=CwEAAAGcDic7sM1Tv6kG0p244_bTuLxnwMuPladNhnAaXFiwqZf9ZptI2OO4nn7n0jQ97suaZvPITf6DG1pKPAr91BpBH2eT0-s5npIookCPIIOeCHriwPbM2dCJmwpRuPlpe1T7mW4_W47FB8VCstTQABQeUHKN3gQ1LG9-Xi2LKW-qiYneYijApUuJbB1lMlY4JGjX7bNkOoElXYp1WuqtqleYhDDHzFsCDugX-EtRj9k17L2yDCgrz_Fp6O2Ki2eA0v-wMJr05ldAOuvStZEio3R_vo1pqWLxwV_5-jogdkhT4xanp9sTWAR5wqnWwOsr1dhyPG7vWuc3HnPUp_ms1QOcqE8ivyv9862P76uCJ1ayog1Xf5j1EvDsRis-iJXwik2pqYpqa7vzgrMSNb37VvbRxQhruiKLyEESRF27TCXBxocuv11fbjzbd6uezY8iIX_nbLrpRsCl3UbPA4o3gMwkMgqUNK-irrjNwk5Z0d84dWz7S6SZjRQqAjvwYW8z7BVIEmv3c5UtyOE6tb5itAuOm9ePL4mtpHSg0dihkJLwXeMpmSILI0wZIz0NCQM&refId=SupCVB%2FiaIbTBj1%2FQzA43Q%3D%3D&trackingId=BWh37z7yfcZJLkLZ8U8MXA%3D%3D&trk=flagship3_search_srp_jobs,ALREADY_APPLIED_ON_SITE
2026-01-30 06:11:55,LinkedIn,"Assistente de Cobrança (Temporário)
Assistente de Cobrança (Temporário) with verification",Seguros Unimed,"São Paulo, São Paulo, Brasil (Híbrido)",https://www.linkedin.com/jobs/view/4356511419/?eBP=CwEAAAGcDic7sI1DgwG73_6AkmW8h6iB0WKCuMYCAA16yc4CfqBt7HE08DIhFmc2a1Sd8s_SPT18hvcIE0R5y4ro3eBs5_tlYzrHBjlWL3LOFi_iZq4vMfzn16c4ZRZGKTpLQT5bHfUJQ3VNnXAKlnCilWTzEJvJ4DPIOplAnNS_k3jY3MZYwj9qnfKJH2BLcJiESxMmvHua9SGgASm4elgjKFA7ZrHafRLB8BD-pmbm9AyIMQT8uvXwLasqsHHzUsMcHAgHJdiRSLtpSbCRnk2HiMfHecCZtRfQCW9YX6WK47h62Q8JB9xZqGH-qkY8zb_gZCtJ4gezq984YY4zbQPLaedX-G-CnaYkDWKTblYFf1eCNyhyXxkavRsCiPPVBNTuLFEnke_KEWBtKgxO7NBasxVmynA2rFD1yCJfCU8cxSIjpbt40po6os3rr6woehzcNaCGeWQA1y5X1A0PRL-ElasSFEEOlHn1F1x_j1bfzTiA5R3WyaO8AdSfv6fv5GNBHg-Pl3r-t3JYJX0abg-vTTGbXF41Jo8NkJreZgYl9k-q&refId=SupCVB%2FiaIbTBj1%2FQzA43Q%3D%3D&trackingId=2hxVH9ybCMfXYQcwRM6Kuw%3D%3D&trk=flagship3_search_srp_jobs,ALREADY_APPLIED_ON_SITE
2026-01-30 06:12:20,LinkedIn,"Assistente de recrutamento e seleção
Assistente de recrutamento e seleção",Renova Invest,"São Paulo, São Paulo, Brasil (Presencial)",https://www.linkedin.com/jobs/view/4356607946/?eBP=CwEAAAGcDic7sW9gTcPEgKc1upErId7oXqjMxToaUWjQ9PUrrxpRvOefQZcINaKO21xRsDNTiwcGd2hYFXATB6MP08Q6Y0LTUbIrk5Rp7tlx60xpXDtAutPdfxJwieff_sfCNK5GnHkwx06hjCHOIkWbD594BuscWgF7-glMW0jPiuPD3jSQl4NFqFSEcCo04ub4F9EOUfP6H6xzMf1VPgnRHJQAUvaGTpBBV9G0ds_ukC26yNmIey8ZjH24QGweFiJ_W_rt0McPhB80PctD_UUR9Xs9YNtOGx_Tk0-vFHi9nZbVZnmGOj9FmpwKt_QYl8HZLHzYUAiwVkwG7tMbGzy6DI82FetWZAF0B1ZCT7q1dbaAuuYwaS3WuUdnfjZhGN0l4JZ-a49rOfM54qRIDsgHZnw-HEtx8WLO7wzhfg7meftxSnyg4K30D-Xcve1AHN2MdQKpuSwfyngBDXPzf9LfONtuamq22cKy8NHsbyxBhYkTDuhBRSK7GugTPTH1J9B-ikKc5jQjQFRA-w8q9aAMpxwSXrRlUvZ7UqNWVsDu1VY6_Rfigq9AccVYlw&refId=SupCVB%2FiaIbTBj1%2FQzA43Q%3D%3D&trackingId=wQ7MkLV5s4h0tVjf%2FCqgow%3D%3D&trk=flagship3_search_srp_jobs,ALREADY_APPLIED_ON_SITE
2026-01-30 06:12:45,LinkedIn,"Estagiário
Estagiário with verification",J&T Express Brasil,"São Paulo, São Paulo, Brasil (Presencial)",https://www.linkedin.com/jobs/view/4346607044/?eBP=CwEAAAGcDic7sYPSDV5Fxx-0HF1P4lbbfe19qxWTxovHCZ4bUqDK6Fij7l2cTzqrF237MI3fgLS40pzizFBABX-by2mMO_rj-tMnowZuUfcLt83okJ5r7eDXk6PK71S1g4S0T9tSnxUQOKP0DLfSQzcCIQWoThAygEeRTaR59_Rfsm6seO6s41PviuoBF7_6pQQ0e1z9HrSnV1n1DJVNojIA016jMuCbl9yo3Kjgz_bmjC5ykpY3mlKVBF8NkUiX9eC64DvxvT3SJoF3E0G7kPK3IoX6aJBzD-UlfM-FoE30l4JACZA-twVMDHXLARDK3mt72G4369eCQtDSxvTxwWQdnlUc2dK50XOd9lapLExl3bBmITyac89E4gGtW1QBlxFprK0sFCWQYdETmGeiKRAxrujbWIABvEXb180VV1nqdg62VyupynavqDiONsCHVaZAiWMRuMmdJtVPNVaRdeP2A_XhFeBAHJ-fSYkmpkR8uisz_QdtfzY7UQx-I-f-MzweLN-ILxl-vCTgTfEvm2IUnEhm2RMUqYs9_34UYEO-pxQOE-8lQPMkmgbTAQ&refId=SupCVB%2FiaIbTBj1%2FQzA43Q%3D%3D&trackingId=awLVBICFuyZlP6aiF%2Fqexg%3D%3D&trk=flagship3_search_srp_jobs,ALREADY_APPLIED_ON_SITE
2026-01-30 06:13:09,LinkedIn,"Estagiário de serviços ao cliente
Estagiário de serviços ao cliente with verification",Control iD,Brasil (Remoto),https://www.linkedin.com/jobs/view/4366370379/?eBP=CwEAAAGcDic7sbDK2sZruJf1oaivjtDH06DzaFsWaJbpK7Vvv_MYNYuKAB0ejg3pauPxfMMWu1kbfRnpzBggD_NCRNxiZxC84aDvg7cT9PQjVlCmSBYk5NJ6J8zsi5Kds2yQi3F-37y1t-ywV4OiXSqIVwjIAXDXgPYmFzsTO_KlLNL0BbzvddYMuldFTSQ-zLmmzvCMW5NcphLn4Zx5LsBRSxbwO_9gACrzBCLCmS03ZMc7vixHoVNWrOGuGiOe8ejguHzowiOSp8w-uqy2TMDyLVR3W6f_UhfuwN6-UYxbelru9eEMvRPb6woshRqPw1-MHUVot01Xd95OmVZfx1Abn5-HSiZ0Kgw7SW08nt7L2Vcpb06mI-J75GtELh3ZNM6p5ttxqVlYLapL4FtDmPxhtfVBZZjhvxswtRCYpnRPjdy52_aqY5h178D-MIFpE61cRF6wZFBMqi-rAQLAAo6me618bh8RTV4bg83YDobvXS3BsZh0bwluOLPTnP681t5-SPp0_HIlo5NyVjxGLGgaW9t29UWh_V-QOm9Zdllw6gZyfHz6OmIxOxr-AXCs&refId=SupCVB%2FiaIbTBj1%2FQzA43Q%3D%3D&trackingId=rOT5LgCtr7rhBCRoUnRiBA%3D%3D&trk=flagship3_search_srp_jobs,ALREADY_APPLIED_ON_SITE
2026-01-30 06:14:40,Indeed,Estagiário(a) Ambiental,Casa dos Ventos,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=3235b239c2598576&bb=jyGmZMjrjq-rATRWpCtY8loWVLVVSGwuJ-MJQwea-5wKMqdPuibMuKuPNRq4ok1s9TxL-zg21AmMzE_OxnBvh1cu_X6k06TzX2yNV9NRweI8TzeQx25eos8uCpyCYA1Ucj3JRKzijH3ZVSYhP5t4vZ1XWxgCcOvR&xkcb=SoBy67M3nHM0SESEKJ0JbzkdCdPP&fccid=1989ca4a2c61f65e&vjs=3,ALREADY_APPLIED_ON_SITE
2026-01-30 06:15:00,Indeed,ESTÁGIO MARKETING,INFRA ELETRICA E HIDRAULICA SERVICOS COM E...,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=18864b1bb68692c5&bb=jyGmZMjrjq-rATRWpCtY8hNIMiZVKtl7QASyWNjcGPctA9pahGf0r7EBTxW08tpmXTACcf7ZwXQyCRtD9v30z2BYC4taapZkoaGrVr6Yd46NOdiW78wEsE0g0rClkrV82-2zyl5tHduOttrAqBD6SuKGTSCWTxgk&xkcb=SoDG67M3nHM0SESEKJ0IbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3,ALREADY_APPLIED_ON_SITE
2026-01-30 06:15:26,Indeed,Vaga de Estágio – Área Operacional,MN Cidadania Europeia,"Guarulhos, SP",https://br.indeed.com/rc/clk?jk=dde088ead0243963&bb=jyGmZMjrjq-rATRWpCtY8u8Z97Y0n8pr4GsSs3D1A7kDWqicCPSnLLWpjRNhIKYpdXpOQUHBR-y5qVrbTV_ax2Wo4B9t4LI05PHLS4iKu27UlKxAZtyOPjoV676Iu4VQBvakW70YCMhcxfcn50PCSCmSCyOYSLf3&xkcb=SoBI67M3nHM0SESEKJ0PbzkdCdPP&fccid=5dd1ea12caaf40b7&cmp=MN-Cidadania-Europeia&ti=Estagi%C3%A1rio+Operacional&vjs=3,ALREADY_APPLIED_ON_SITE
2026-01-30 06:15:58,Indeed,ESTAGIÁRIO NA ÁREA DE LOGÍSTICA OPERACIONAL - São Roque - Sem experiência (JP Auto Care),Jobbol,"Aparecida, SP",https://br.indeed.com/rc/clk?jk=8f877fc78889021d&bb=jyGmZMjrjq-rATRWpCtY8qNCYUbkM8V9EUp-OSiWiFbwd1asB3p9nzItgV6i2VneyhaQy2FWbvzlX7YOhImqvMalVoXmSJI5MCHHuuMkDmKBHClPgGiuu2FRGB9yogCeyNbGE0eoKDkP1hj6psivtAR1HqaROdMc&xkcb=SoD867M3nHM0SESEKJ0ObzkdCdPP&fccid=c64032edc49f7500&vjs=3,ALREADY_APPLIED_ON_SITE
2026-01-30 06:16:23,Indeed,Assistente de Economia,Associação Brasileira de Resíduos e Meio Ambiente,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=5c59bec49ed0a646&bb=jyGmZMjrjq-rATRWpCtY8hNIMiZVKtl7LTe6Bzdl_8O7cKNcUTFd0JEm_G6bNUA4s95AZFk7wBTTB3WAWo9fzm6rhIClH27CDZJQ5JtjUiDVnTlH0csXqmGBo3FX00XSwxtYimZ_LtodfeeuM5Qq_yEFCnGD3w2a&xkcb=SoBh67M3nHM0SESEKJ0NbzkdCdPP&fccid=dd616958bd9ddc12&cmp=Associa%25C3%25A7%25C3%25A3o-Brasileira-de-Res%25C3%25ADduos-e-Meio-Ambiente&ti=Economista&vjs=3,ALREADY_APPLIED_ON_SITE
2026-01-30 06:16:48,Indeed,ESTÁGIO EM MARKETING,MENDES TALENT TERCEIRIZACAO E RECURSOS HUMANOS...,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=20ba9fb2436507bb&bb=jyGmZMjrjq-rATRWpCtY8hNIMiZVKtl7ESlS21zBaxi6WTMF2D7l1ZL5dW0WEvGp99MGW0s56zqGWlq_lcJlUWJ27E5P4zBsL3jOg2ypqIylKMWTj3OERDv05eat69ihcBs7Yu_n5g_8fqpyXf3CsfHSqFDVmacr&xkcb=SoDV67M3nHM0SESEKJ0MbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3,ALREADY_APPLIED_ON_SITE
2026-01-30 06:17:13,Indeed,CPQuali - Estagiário em Pesquisa Clínica - Recrutamento,QIMA,"Home Office in São Paulo, SP",https://br.indeed.com/rc/clk?jk=f4474f6dd185c5a5&bb=jyGmZMjrjq-rATRWpCtY8o2sjyoKXRxIAM24M6G4b-jclKOSHAQOIFtbwomlPvhSkDqsFaqfvwuotYn57G0GdUPo1KSyW8S-7Z3H_wFnozSXBTpR6gQr65E4ppcZ49Qp9Vww9YMPWkIcv95XBZBq4hLVV69ffGqG&xkcb=SoA867M3nHM0SESEKJ0DbzkdCdPP&fccid=c0b68a3f8bf960b3&vjs=3,ALREADY_APPLIED_ON_SITE
2026-01-30 06:17:51,Indeed,Estágio RevOps,Cortex,"Home Office in São Paulo, SP",https://br.indeed.com/rc/clk?jk=06c2bd6058482d4a&bb=jyGmZMjrjq-rATRWpCtY8qCp9iMmhA1fLAnhjT-Qsk-TWU63SC_YWIU8qTEVEK5A6sBH4aSY_lkNx75My0EJiEo536r_jZl7G25EVsDjdOnXKqFFbyjfhxcBfVcrxGkjtabdGoH1e3K6ETfuVBlP6AlUySZhiQLk&xkcb=SoCI67M3nHM0SESEKJ0CbzkdCdPP&fccid=5f99eb6ef35d2311&vjs=3,ALREADY_APPLIED_ON_SITE
2026-01-30 06:25:56,LinkedIn,"Estagiário
Estagiário with verification",J&T Express Brasil,"São Paulo, São Paulo, Brasil (Presencial)",https://www.linkedin.com/jobs/view/4346607044/?eBP=CwEAAAGcDjPfJTvdpmC37S-qKwSFqfcHywU1AZrqTSZVlG1_0momjVtzGaqu2ACkZAhSL0oNWkglRYp-_7qCnMnupMXbc5nbwun0p5O0HiCTt0kMuD5dyzyukjI8nuvJ9qODhdXkd_XLJx2dBmfCBhT6MAVvxC1qAiub_6xDfBLDB6Viqzl_GH0rf5zEFulMUMF62Xn2xv4O-h9yrke9XRzAtxijEB7iAJ1mOY7OGL-OKlV9JOWCHH0sW3z3f-CzUx-36qVNxOb1XxPHGpOqBW06myCkGoi7KhocGi2Qda4U4NMzQmGfFf1iRL-5D-XWiJIUld-HtMDuJ3BTwJRo91786yNEYC1nkyOfI5Ei1BKvT_X4lj7dgTq5LeL85-Drff2JQiRDjOEgMhVE-yEH1ATqUS34pidMZKu_IzeAHMir39DOyJnsxyS7uIlRXimaeZuc7cI1jYEKmL__X4ZyC7EBowe2vjOoxQvPftubOi0cYlh0HAAR_VCS8RNkyx5VDOEQVXNrQSzgwAanYe_ABXbEkIf_5E2j3ap_gHJl_FZzghNupwt5iDwcwvqVAqwe&refId=5%2BDy2btpcyp%2F9gLLNfiCvg%3D%3D&trackingId=9GpodSAhyVnoS5Tvwgicqw%3D%3D&trk=flagship3_search_srp_jobs,ALREADY_APPLIED_ON_SITE
2026-01-30 06:26:16,LinkedIn,"Assistente de Operações - SP (SAC)
Assistente de Operações - SP (SAC) with verification",Mattos Filho,"São Paulo, São Paulo, Brasil (Presencial)",https://www.linkedin.com/jobs/view/4365879539/?eBP=CwEAAAGcDjPfJVp5RL0317IgQkNFk9UVbYLlrvDWE7PIFwkw0b5n6qL7qDkDmtxOy2pPtFeoANSpOiXJB8u3uLbYsYwObz15xOjMPTfhXFbRM97cfYYpG64KUuGPmP085u5VjSOqvb5N7tnWKtQwgQnJQit1LomLEpJ5T8-m1wQZ9vSgn0cHpzsjnxWto69wDzdspDKrIXof7tMniQPKl4ICSmZfjqd5AqywZNuiWB-J_OCiSwdk65rOjWuAuyDkFE2WKJq9SHsuOOPyD-zZAn6fwX0530LGYiS_vjwWWCHGma3vjpDbRsW0fS2CM-C4lkeWphFaghbOHcFm9-HmkLJvLe0bPrFLUTroK8UlMdUkZ98ur8WhvBkkvgt-qarTLBoRXhv1GS77Hsq9isucDksx0SBF5BchztTktqKn135hckJqldgAqJ-3D2TU91WDNIxUaexgqZliXVO6jPoBLJ0nWOa0dnLRXisKihxe3aZ_iltdUw28porn9HgtiNBU1PDMlG6eql3Up2QNHK3MbvZRe0ph2f-vP7vYcZx6N2mEmj0lWQk3hSrMqCfR3dNWqEc&refId=5%2BDy2btpcyp%2F9gLLNfiCvg%3D%3D&trackingId=vEz%2BgXlri%2BGgL8AVFuz%2Bcg%3D%3D&trk=flagship3_search_srp_jobs,ALREADY_APPLIED_ON_SITE
